Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2001,9,11,2,NA,1530,NA,1654,US,494,‰NKNOÊ,NA,84,NA,NA,NA,CLT,PIT,366,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1750,NA,1841,US,495,‰NKNOÊ,NA,51,NA,NA,NA,PIT,CRW,164,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1540,NA,1659,US,495,‰NKNOÊ,NA,79,NA,NA,NA,RDU,PIT,328,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1735,NA,1955,US,496,‰NKNOÊ,NA,140,NA,NA,NA,MCO,PIT,834,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,624,625,659,708,US,497,N426‰‚,35,43,25,-9,-1,GSO,CLT,83,2,8,0,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1410,NA,1509,US,498,‰NKNOÊ,NA,59,NA,NA,NA,PIT,DAY,215,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1150,NA,1328,US,499,‰NKNOÊ,NA,98,NA,NA,NA,ATL,PIT,526,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1415,NA,1509,US,499,‰NKNOÊ,NA,54,NA,NA,NA,PIT,MDT,185,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,2243,NA,2359,US,501,‰NKNOÊ,NA,76,NA,NA,NA,PIT,CLT,366,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,935,NA,1057,US,504,‰NKNOÊ,NA,82,NA,NA,NA,PHL,PWM,365,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1900,NA,2001,US,505,‰NKNOÊ,NA,61,NA,NA,NA,ATL,CLT,227,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,2050,NA,2134,US,505,‰NKNOÊ,NA,44,NA,NA,NA,CLT,GSO,83,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1220,NA,1414,US,506,‰NKNOÊ,NA,114,NA,NA,NA,CLT,BDL,644,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,818,820,NA,1130,US,506,N742‰Ê,NA,130,NA,NA,-2,MCI,CLT,809,0,10,0,NA,1,NA,NA,NA,NA,NA
2001,9,11,2,NA,1345,NA,1521,US,507,‰NKNOÊ,NA,96,NA,NA,NA,CLT,TPA,508,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1205,NA,1349,US,508,‰NKNOÊ,NA,104,NA,NA,NA,CLT,DTW,500,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,915,NA,1114,US,508,‰NKNOÊ,NA,119,NA,NA,NA,MIA,CLT,650,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1200,NA,1450,US,510,‰NKNOÊ,NA,170,NA,NA,NA,MIA,PHL,1013,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1540,NA,1650,US,510,‰NKNOÊ,NA,70,NA,NA,NA,PHL,PVD,238,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1207,NA,1254,US,512,‰NKNOÊ,NA,47,NA,NA,NA,TRI,CLT,120,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,930,NA,1125,US,514,‰NKNOÊ,NA,115,NA,NA,NA,CLT,BDL,644,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,757,800,900,842,US,514,N394‰‚,63,42,30,18,-3,GSP,CLT,75,4,29,0,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,756,800,925,920,US,516,N432‰‚,89,80,58,5,-4,CLT,BWI,361,5,26,0,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,604,610,701,710,US,516,N432‰‚,57,60,42,-9,-6,SAV,CLT,213,3,12,0,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1220,NA,1258,US,518,‰NKNOÊ,NA,98,NA,NA,NA,CLT,IND,428,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,2215,NA,2338,US,520,‰NKNOÊ,NA,83,NA,NA,NA,PIT,HPN,345,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1650,NA,1839,US,521,‰NKNOÊ,NA,109,NA,NA,NA,CLT,LGA,544,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,910,NA,1121,US,522,‰NKNOÊ,NA,71,NA,NA,NA,BNA,CLT,329,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1205,NA,1327,US,522,‰NKNOÊ,NA,82,NA,NA,NA,CLT,PIT,366,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1557,NA,1731,US,523,‰NKNOÊ,NA,94,NA,NA,NA,EWR,PIT,319,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1005,NA,1125,US,524,‰NKNOÊ,NA,80,NA,NA,NA,DCA,ALB,318,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,653,700,915,915,US,524,N393‰‚,142,135,121,0,-7,PBI,DCA,857,4,17,0,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1745,NA,1941,US,525,‰NKNOÊ,NA,116,NA,NA,NA,LGA,CLT,544,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1925,NA,2109,US,527,‰NKNOÊ,NA,104,NA,NA,NA,DTW,PHL,453,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,2150,NA,2316,US,527,‰NKNOÊ,NA,86,NA,NA,NA,PHL,RDU,336,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,639,640,743,757,US,528,N744‰Ê,64,77,43,-14,-1,LGA,ROC,254,6,15,0,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,659,700,910,908,US,530,N630A‰,131,128,114,2,-1,JAX,PHL,742,4,13,0,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,935,NA,1037,US,532,‰NKNOÊ,NA,122,NA,NA,NA,CLT,ORD,599,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,655,705,845,846,US,532,N437‰‚,110,101,92,-1,-10,SRQ,CLT,547,6,12,0,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1440,NA,1622,US,533,‰NKNOÊ,NA,162,NA,NA,NA,DCA,MCI,950,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1245,NA,1342,US,533,‰NKNOÊ,NA,57,NA,NA,NA,RDU,DCA,227,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1500,NA,1614,US,534,‰NKNOÊ,NA,74,NA,NA,NA,DCA,BUF,296,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1145,NA,1402,US,534,‰NKNOÊ,NA,137,NA,NA,NA,PBI,DCA,857,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1520,NA,1701,US,536,‰NKNOÊ,NA,101,NA,NA,NA,CMH,PHL,405,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1745,NA,1903,US,536,‰NKNOÊ,NA,78,NA,NA,NA,PHL,ORF,211,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1655,NA,1756,US,537,‰NKNOÊ,NA,121,NA,NA,NA,CLT,ORD,599,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1517,NA,1610,US,537,‰NKNOÊ,NA,53,NA,NA,NA,ILM,CLT,185,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1036,NA,1310,US,538,‰NKNOÊ,NA,154,NA,NA,NA,PBI,PHL,951,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1905,NA,2046,US,540,‰NKNOÊ,NA,101,NA,NA,NA,CLT,CLE,430,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1630,NA,1818,US,540,‰NKNOÊ,NA,108,NA,NA,NA,RSW,CLT,600,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1105,NA,1202,US,542,‰NKNOÊ,NA,57,NA,NA,NA,CLT,CHS,168,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,818,820,1031,1024,US,542,N340‰‚,133,124,92,7,-2,LGA,CLT,544,20,21,0,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1550,NA,1645,US,543,‰NKNOÊ,NA,55,NA,NA,NA,MDT,PIT,185,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1850,NA,2007,US,544,‰NKNOÊ,NA,77,NA,NA,NA,CLT,DCA,331,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1620,NA,1801,US,544,‰NKNOÊ,NA,101,NA,NA,NA,SRQ,CLT,547,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,2110,NA,2349,US,545,‰NKNOÊ,NA,159,NA,NA,NA,PIT,FLL,994,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,651,655,817,837,US,547,N722‰Ê,86,102,67,-20,-4,LGA,RDU,431,2,17,0,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1140,NA,1259,US,548,‰NKNOÊ,NA,79,NA,NA,NA,PIT,ORF,330,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1100,NA,1302,US,549,‰NKNOÊ,NA,122,NA,NA,NA,CLT,MIA,650,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,812,815,1031,1015,US,549,N741‰Ê,139,120,81,16,-3,LGA,CLT,544,38,20,0,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,742,745,854,855,US,550,N115‰Ê,72,70,54,-1,-3,PIT,RIC,259,5,13,0,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,744,750,845,849,US,551,N120‰Ê,61,59,42,-4,-6,RIC,PHL,198,8,11,0,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1220,NA,1516,US,552,‰NKNOÊ,NA,116,NA,NA,NA,MSP,PIT,726,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1620,NA,1731,US,552,‰NKNOÊ,NA,71,NA,NA,NA,PIT,RIC,259,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1055,NA,1229,US,554,‰NKNOÊ,NA,94,NA,NA,NA,TPA,CLT,508,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1455,NA,1623,US,556,‰NKNOÊ,NA,88,NA,NA,NA,DCA,MHT,407,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1200,NA,1409,US,556,‰NKNOÊ,NA,129,NA,NA,NA,TPA,DCA,814,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,655,700,827,831,US,557,N810‰‚,92,91,66,-4,-5,EWR,PIT,319,5,21,0,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,945,NA,1100,US,557,‰NKNOÊ,NA,135,NA,NA,NA,PIT,MCI,773,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,2230,NA,35,US,558,‰NKNOÊ,NA,125,NA,NA,NA,CLT,BOS,728,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1935,NA,2109,US,558,‰NKNOÊ,NA,94,NA,NA,NA,TPA,CLT,508,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1410,NA,1542,US,560,‰NKNOÊ,NA,92,NA,NA,NA,PIT,EWR,319,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1100,NA,1322,US,560,‰NKNOÊ,NA,142,NA,NA,NA,TPA,PIT,873,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,940,NA,1052,US,562,‰NKNOÊ,NA,72,NA,NA,NA,PHL,SYR,228,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1350,NA,1434,US,563,‰NKNOÊ,NA,44,NA,NA,NA,CLT,CAE,88,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1110,NA,1250,US,563,‰NKNOÊ,NA,100,NA,NA,NA,DTW,CLT,500,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,2050,NA,2233,US,564,‰NKNOÊ,NA,103,NA,NA,NA,PIT,BOS,496,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1720,NA,1941,US,564,‰NKNOÊ,NA,141,NA,NA,NA,TPA,PIT,873,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,642,645,741,742,US,566,N506A‰,59,57,37,-1,-3,DTW,PIT,201,6,16,0,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,910,NA,1053,US,567,‰NKNOÊ,NA,103,NA,NA,NA,LGA,PIT,335,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1414,NA,1750,US,568,‰NKNOÊ,NA,156,NA,NA,NA,MCI,PHL,1038,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1830,NA,2008,US,568,‰NKNOÊ,NA,98,NA,NA,NA,PHL,BOS,280,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1255,NA,1524,US,570,‰NKNOÊ,NA,89,NA,NA,NA,BNA,PIT,462,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1740,NA,1834,US,573,‰NKNOÊ,NA,54,NA,NA,NA,CLT,ILM,185,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1626,NA,1705,US,573,‰NKNOÊ,NA,39,NA,NA,NA,GSP,CLT,75,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1715,NA,1935,US,575,‰NKNOÊ,NA,140,NA,NA,NA,BOS,CLT,728,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,2050,NA,2234,US,575,‰NKNOÊ,NA,104,NA,NA,NA,CLT,PBI,590,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1315,NA,1449,US,576,‰NKNOÊ,NA,94,NA,NA,NA,TPA,CLT,508,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,653,659,802,821,US,577,N856‰‚,69,82,55,-19,-6,HPN,PIT,345,7,7,0,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,920,NA,952,US,577,‰NKNOÊ,NA,92,NA,NA,NA,PIT,MKE,431,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1330,NA,1459,US,578,‰NKNOÊ,NA,89,NA,NA,NA,CLT,ATL,227,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1335,NA,1428,US,579,‰NKNOÊ,NA,53,NA,NA,NA,CLT,MYR,156,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1025,NA,1226,US,579,‰NKNOÊ,NA,121,NA,NA,NA,LGA,CLT,544,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1625,NA,1806,US,580,‰NKNOÊ,NA,101,NA,NA,NA,PIT,BOS,496,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1255,NA,1521,US,580,‰NKNOÊ,NA,146,NA,NA,NA,RSW,PIT,966,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1820,NA,2001,US,582,‰NKNOÊ,NA,101,NA,NA,NA,GSO,LGA,461,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,2045,NA,2214,US,582,‰NKNOÊ,NA,89,NA,NA,NA,LGA,BUF,292,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,805,810,1015,1011,US,583,N339‰‚,130,121,102,4,-5,ALB,CLT,646,15,13,0,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1055,NA,1204,US,583,‰NKNOÊ,NA,69,NA,NA,NA,CLT,ATL,227,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,613,615,721,737,US,584,N340‰‚,68,82,53,-16,-2,ORF,LGA,296,4,11,0,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1515,NA,1617,US,585,‰NKNOÊ,NA,62,NA,NA,NA,CLT,RIC,256,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1114,NA,1432,US,585,‰NKNOÊ,NA,138,NA,NA,NA,MSP,CLT,930,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,736,740,NA,1101,US,586,N563‰‚,NA,141,NA,NA,-4,IAH,CLT,913,0,11,0,NA,1,NA,NA,NA,NA,NA
2001,9,11,2,NA,1600,NA,1718,US,587,‰NKNOÊ,NA,78,NA,NA,NA,CLT,IAD,321,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1330,NA,1511,US,587,‰NKNOÊ,NA,101,NA,NA,NA,SRQ,CLT,547,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1735,NA,1841,US,588,‰NKNOÊ,NA,66,NA,NA,NA,PHL,DCA,119,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1911,NA,2130,US,589,‰NKNOÊ,NA,139,NA,NA,NA,BOS,CLT,728,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,706,710,835,830,US,590,N766‰Ê,89,80,56,5,-4,CLT,PIT,366,14,19,0,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1735,NA,1940,US,591,‰NKNOÊ,NA,185,NA,NA,NA,PHL,MSP,980,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1510,NA,1646,US,592,‰NKNOÊ,NA,96,NA,NA,NA,PVD,PIT,467,0,0,1,NA,0,NA,NA,NA,NA,NA
2001,9,11,2,NA,1950,NA,2236,US,593,‰NKNOÊ,NA,166,NA,NA,NA,PHL,TPA,920,0,0,1,NA,0,NA,NA,NA,NA,NA
