Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2006,1,13,5,1937,1900,2106,2011,US,2141,N746UW,89,71,69,55,37,BOS,LGA,185,4,16,0,NA,0,0,0,18,0,37
2006,1,13,5,2148,2000,2252,2110,US,2143,N748UW,64,70,47,102,108,BOS,LGA,185,6,11,0,NA,0,0,28,0,0,74
2006,1,13,5,723,730,935,841,US,2197,N732UW,132,71,92,54,-7,BOS,LGA,185,8,32,0,NA,0,0,0,54,0,0
2006,1,13,5,950,930,1226,1103,US,177,N754UW,156,93,66,83,20,BOS,PHL,280,5,85,0,NA,0,0,0,63,0,20
2006,1,13,5,1703,1630,1847,1759,US,233,N517AU,104,89,71,48,33,BOS,PHL,280,17,16,0,NA,0,0,6,15,0,27
2006,1,13,5,NA,1330,NA,1457,US,370,0,NA,87,NA,NA,NA,BOS,PHL,280,0,0,1,B,0,0,0,0,0,0
2006,1,13,5,1845,1830,2038,2004,US,377,N527AU,113,94,71,34,15,BOS,PHL,280,14,28,0,NA,0,3,0,19,0,12
2006,1,13,5,1552,1530,1723,1704,US,395,N108UW,91,94,66,19,22,BOS,PHL,280,8,17,0,NA,0,6,0,0,0,13
2006,1,13,5,1724,1700,1935,1831,US,449,N352US,131,91,96,64,24,BOS,PHL,280,10,25,0,NA,0,7,0,40,0,17
2006,1,13,5,1447,1430,1613,1601,US,481,N754UW,86,91,66,12,17,BOS,PHL,280,4,16,0,NA,0,0,0,0,0,0
2006,1,13,5,1055,1030,1301,1158,US,486,N187UW,126,88,61,63,25,BOS,PHL,280,5,60,0,NA,0,0,25,38,0,0
2006,1,13,5,623,630,818,801,US,523,N168UW,115,91,95,17,-7,BOS,PHL,280,5,15,0,NA,0,0,0,17,0,0
2006,1,13,5,NA,730,NA,900,US,591,0,NA,90,NA,NA,NA,BOS,PHL,280,0,0,1,A,0,0,0,0,0,0
2006,1,13,5,1225,1130,1442,1300,US,671,N756UW,137,90,67,102,55,BOS,PHL,280,8,62,0,NA,0,0,50,47,0,5
2006,1,13,5,1726,1730,1926,1903,US,723,N619AU,120,93,88,23,-4,BOS,PHL,280,20,12,0,NA,0,0,0,23,0,0
2006,1,13,5,1941,1930,2116,2105,US,760,N712UW,95,95,65,11,11,BOS,PHL,280,11,19,0,NA,0,0,0,0,0,0
2006,1,13,5,938,830,1104,1003,US,783,N712UW,86,93,61,61,68,BOS,PHL,280,7,18,0,NA,0,0,61,0,0,0
2006,1,13,5,524,530,654,655,US,803,N119UW,90,85,67,-1,-6,BOS,PHL,280,9,14,0,NA,0,0,0,0,0,0
2006,1,13,5,1237,1230,1358,1357,US,1035,N779AU,81,87,60,1,7,BOS,PHL,280,6,15,0,NA,0,0,0,0,0,0
2006,1,13,5,2038,2030,2208,2158,US,1097,N383US,90,88,62,10,8,BOS,PHL,280,5,23,0,NA,0,0,0,0,0,0
2006,1,13,5,627,630,955,1027,US,60,N601AW,328,357,305,-32,-3,BOS,PHX,2300,6,17,0,NA,0,0,0,0,0,0
2006,1,13,5,1101,922,1428,1318,US,281,N656AW,327,356,300,70,99,BOS,PHX,2300,5,22,0,NA,0,70,0,0,0,0
2006,1,13,5,1801,1748,2132,2147,US,825,N804AW,331,359,307,-15,13,BOS,PHX,2300,6,18,0,NA,0,0,0,0,0,0
2006,1,13,5,1541,1540,1718,1729,US,135,N111UW,97,109,78,-11,1,BOS,PIT,496,4,15,0,NA,0,0,0,0,0,0
2006,1,13,5,1806,1805,1954,1956,US,139,N752UW,108,111,79,-2,1,BOS,PIT,496,5,24,0,NA,0,0,0,0,0,0
2006,1,13,5,557,605,804,750,US,559,N442US,127,105,86,14,-8,BOS,PIT,496,23,18,0,NA,0,0,0,0,0,0
2006,1,13,5,1042,1040,1537,1527,US,658,N705UW,235,227,201,10,2,BOS,SJU,1674,15,19,0,NA,0,0,0,0,0,0
2006,1,13,5,617,620,NA,755,US,1685,N826MD,NA,95,NA,NA,-3,BTV,DCA,437,0,9,0,NA,1,0,0,0,0,0
2006,1,13,5,708,715,913,844,US,467,N721UW,125,89,108,29,-7,BTV,PHL,336,8,9,0,NA,0,0,0,29,0,0
2006,1,13,5,1907,1730,2035,1855,US,1651,N808MD,88,85,73,100,97,BTV,PHL,336,8,7,0,NA,0,0,97,3,0,0
2006,1,13,5,1845,1835,2120,2022,US,273,N732UW,155,107,122,58,10,BUF,CLT,546,7,26,0,NA,0,0,0,58,0,0
2006,1,13,5,1143,1145,1350,1335,US,686,N531AU,127,110,107,15,-2,BUF,CLT,546,9,11,0,NA,0,0,0,15,0,0
2006,1,13,5,829,835,1018,1024,US,1021,N178UW,109,109,96,-6,-6,BUF,CLT,546,5,8,0,NA,0,0,0,0,0,0
2006,1,13,5,644,645,858,834,US,1141,N744UW,134,109,119,24,-1,BUF,CLT,546,6,9,0,NA,0,0,0,24,0,0
2006,1,13,5,1138,1140,1257,1247,US,93,N588US,79,67,70,10,-2,BUF,DCA,296,2,7,0,NA,0,0,0,0,0,0
2006,1,13,5,1702,1710,1810,1818,US,245,N760UW,68,68,54,-8,-8,BUF,DCA,296,4,10,0,NA,0,0,0,0,0,0
2006,1,13,5,621,630,729,740,US,394,N173UW,68,70,57,-11,-9,BUF,DCA,296,3,8,0,NA,0,0,0,0,0,0
2006,1,13,5,732,735,840,850,US,317,N756UW,68,75,56,-10,-3,BUF,PHL,279,5,7,0,NA,0,0,0,0,0,0
2006,1,13,5,1823,1800,2021,1913,US,515,N504AU,118,73,58,68,23,BUF,PHL,279,9,51,0,NA,0,0,0,45,0,23
2006,1,13,5,1653,1545,1801,1700,US,995,N756UW,68,75,48,61,68,BUF,PHL,279,14,6,0,NA,0,0,0,0,0,61
2006,1,13,5,1512,1515,1743,1745,US,474,N315AW,91,90,69,-2,-3,BUR,PHX,369,6,16,0,NA,0,0,0,0,0,0
2006,1,13,5,645,645,914,913,US,590,N174AW,89,88,74,1,0,BUR,PHX,369,4,11,0,NA,0,0,0,0,0,0
2006,1,13,5,1238,1245,1500,1513,US,630,N674AW,82,88,66,-13,-7,BUR,PHX,369,4,12,0,NA,0,0,0,0,0,0
2006,1,13,5,1027,1030,1143,1153,US,201,N525AU,76,83,61,-10,-3,BWI,CLT,361,4,11,0,NA,0,0,0,0,0,0
2006,1,13,5,1513,1445,1648,1608,US,351,N780AU,95,83,77,40,28,BWI,CLT,361,6,12,0,NA,0,21,0,12,0,7
2006,1,13,5,724,720,922,842,US,443,N632AU,118,82,98,40,4,BWI,CLT,361,4,16,0,NA,0,0,0,40,0,0
2006,1,13,5,2002,1925,2216,2046,US,545,N621AU,134,81,65,90,37,BWI,CLT,361,5,64,0,NA,0,0,0,90,0,0
2006,1,13,5,1153,1150,1318,1313,US,872,N443US,85,83,65,5,3,BWI,CLT,361,5,15,0,NA,0,0,0,0,0,0
2006,1,13,5,853,845,1022,1008,US,877,N602AU,89,83,66,14,8,BWI,CLT,361,8,15,0,NA,0,0,0,0,0,0
2006,1,13,5,521,520,637,643,US,1219,N527AU,76,83,60,-6,1,BWI,CLT,361,4,12,0,NA,0,0,0,0,0,0
2006,1,13,5,1648,1635,1819,1758,US,1279,N421US,91,83,70,21,13,BWI,CLT,361,4,17,0,NA,0,13,0,8,0,0
2006,1,13,5,2108,2040,2304,2305,US,777,N658AW,296,325,274,-1,28,BWI,LAS,2106,7,15,0,NA,0,0,0,0,0,0
2006,1,13,5,815,818,1017,1033,US,779,N662AW,302,315,281,-16,-3,BWI,LAS,2106,4,17,0,NA,0,0,0,0,0,0
2006,1,13,5,927,750,1026,840,US,234,N716UW,59,50,23,106,97,BWI,PHL,90,9,27,0,NA,0,0,0,106,0,0
2006,1,13,5,1804,1800,1908,1846,US,762,N445US,64,46,27,22,4,BWI,PHL,90,26,11,0,NA,0,0,0,22,0,0
2006,1,13,5,1427,1240,1515,1325,US,1655,N811MD,48,45,32,110,107,BWI,PHL,90,6,10,0,NA,0,0,0,8,0,102
2006,1,13,5,1750,1635,2042,1940,US,454,N818AW,292,305,269,62,75,BWI,PHX,1999,9,14,0,NA,0,12,0,0,0,50
2006,1,13,5,655,700,1029,1021,US,679,N627AW,334,321,271,8,-5,BWI,PHX,1999,30,33,0,NA,0,0,0,0,0,0
2006,1,13,5,1247,1010,1522,1322,US,706,N665AW,275,312,258,120,157,BWI,PHX,1999,5,12,0,NA,0,0,120,0,0,0
2006,1,13,5,1814,1740,1933,1834,US,323,N353US,79,54,46,59,34,CHS,CLT,168,16,17,0,NA,0,0,0,25,0,34
2006,1,13,5,1306,1240,1359,1334,US,401,N526AU,53,54,35,25,26,CHS,CLT,168,4,14,0,NA,0,0,25,0,0,0
2006,1,13,5,745,750,913,844,US,408,N577US,88,54,70,29,-5,CHS,CLT,168,5,13,0,NA,0,0,0,29,0,0
2006,1,13,5,848,850,1026,1030,US,423,N518AU,98,100,78,-4,-2,CLE,CLT,430,6,14,0,NA,0,0,0,0,0,0
2006,1,13,5,2008,2015,2123,2152,US,538,N832AW,255,277,237,-29,-7,CLE,LAS,1825,4,14,0,NA,0,0,0,0,0,0
2006,1,13,5,1034,1040,1239,1318,US,29,N822AW,245,278,230,-39,-6,CLE,PHX,1737,4,11,0,NA,0,0,0,0,0,0
2006,1,13,5,1649,1650,1848,1925,US,639,N642AW,239,275,224,-37,-1,CLE,PHX,1737,6,9,0,NA,0,0,0,0,0,0
2006,1,13,5,NA,1955,NA,2131,US,628,0,NA,96,NA,NA,NA,CLT,ABE,481,0,0,1,B,0,0,0,0,0,0
2006,1,13,5,2205,2150,2400,2345,US,464,N779AU,115,115,92,15,15,CLT,ALB,646,3,20,0,NA,0,0,0,0,0,15
2006,1,13,5,2200,2155,2343,2345,US,8,N177UW,103,110,83,-2,5,CLT,BDL,644,6,14,0,NA,0,0,0,0,0,0
2006,1,13,5,1549,1410,1734,1559,US,240,N122UW,105,109,83,95,99,CLT,BDL,644,6,16,0,NA,0,95,0,0,0,0
2006,1,13,5,947,950,1135,1143,US,860,N738UW,108,113,90,-8,-3,CLT,BDL,644,3,15,0,NA,0,0,0,0,0,0
2006,1,13,5,1605,1605,1754,1757,US,1076,N418US,109,112,90,-3,0,CLT,BDL,644,7,12,0,NA,0,0,0,0,0,0
2006,1,13,5,1756,1755,1934,1947,US,1216,N424US,98,112,84,-13,1,CLT,BDL,644,6,8,0,NA,0,0,0,0,0,0
2006,1,13,5,1941,1940,2125,2130,US,1450,N173UW,104,110,85,-5,1,CLT,BDL,644,7,12,0,NA,0,0,0,0,0,0
2006,1,13,5,1742,1735,1807,1800,US,341,N518AU,85,85,65,7,7,CLT,BNA,329,5,15,0,NA,0,0,0,0,0,0
2006,1,13,5,2137,2130,2156,2156,US,465,N300AU,79,86,61,0,7,CLT,BNA,329,6,12,0,NA,0,0,0,0,0,0
2006,1,13,5,1941,1940,1959,2006,US,1215,N522AU,78,86,61,-7,1,CLT,BNA,329,6,11,0,NA,0,0,0,0,0,0
2006,1,13,5,2215,2135,12,2329,US,40,N174UW,117,114,93,43,40,CLT,BOS,728,10,14,0,NA,0,24,0,3,0,16
2006,1,13,5,2059,1920,2251,2122,US,152,N122UW,112,122,94,89,99,CLT,BOS,728,9,9,0,NA,0,0,0,2,0,87
2006,1,13,5,1436,1415,1642,1619,US,232,N352US,126,124,106,23,21,CLT,BOS,728,7,13,0,NA,0,0,0,2,0,21
2006,1,13,5,738,740,933,939,US,253,N187UW,115,119,100,-6,-2,CLT,BOS,728,5,10,0,NA,0,0,0,0,0,0
2006,1,13,5,1638,1545,1850,1743,US,632,N628AU,132,118,114,67,53,CLT,BOS,728,5,13,0,NA,0,0,0,14,0,53
2006,1,13,5,1742,1735,2001,1941,US,645,N383US,139,126,122,20,7,CLT,BOS,728,6,11,0,NA,0,7,0,13,0,0
2006,1,13,5,1308,1245,1505,1443,US,874,N108UW,117,118,98,22,23,CLT,BOS,728,5,14,0,NA,0,5,5,0,0,12
2006,1,13,5,951,940,1148,1150,US,1231,N779AU,117,130,96,-2,11,CLT,BOS,728,5,16,0,NA,0,0,0,0,0,0
2006,1,13,5,1119,1120,1312,1325,US,1439,N765UW,113,125,98,-13,-1,CLT,BOS,728,4,11,0,NA,0,0,0,0,0,0
2006,1,13,5,932,920,1107,1105,US,78,N588US,95,105,75,2,12,CLT,BUF,546,5,15,0,NA,0,0,0,0,0,0
2006,1,13,5,2210,2155,2338,2335,US,422,N181UW,88,100,72,3,15,CLT,BUF,546,4,12,0,NA,0,0,0,0,0,0
2006,1,13,5,1611,1550,1757,1729,US,928,N504AU,106,99,71,28,21,CLT,BUF,546,2,33,0,NA,0,0,2,7,0,19
2006,1,13,5,1912,1915,2034,2052,US,1218,N747UW,82,97,69,-18,-3,CLT,BUF,546,2,11,0,NA,0,0,0,0,0,0
2006,1,13,5,1556,1555,1710,1714,US,272,N445US,74,79,59,-4,1,CLT,BWI,361,2,13,0,NA,0,0,0,0,0,0
2006,1,13,5,1721,1720,1835,1840,US,376,N621AU,74,80,58,-5,1,CLT,BWI,361,3,13,0,NA,0,0,0,0,0,0
2006,1,13,5,936,935,1057,1100,US,418,N443US,81,85,61,-3,1,CLT,BWI,361,3,17,0,NA,0,0,0,0,0,0
2006,1,13,5,1302,1245,1417,1402,US,421,N780AU,75,77,57,15,17,CLT,BWI,361,3,15,0,NA,0,0,4,0,0,11
2006,1,13,5,2201,2130,2313,2252,US,540,N617AU,72,82,52,21,31,CLT,BWI,361,4,16,0,NA,0,3,0,0,0,18
2006,1,13,5,1438,1435,1552,1555,US,599,N421US,74,80,61,-3,3,CLT,BWI,361,4,9,0,NA,0,0,0,0,0,0
2006,1,13,5,1949,1940,2106,2102,US,604,N603AU,77,82,56,4,9,CLT,BWI,361,4,17,0,NA,0,0,0,0,0,0
2006,1,13,5,758,805,933,927,US,618,N525AU,95,82,61,6,-7,CLT,BWI,361,8,26,0,NA,0,0,0,0,0,0
2006,1,13,5,1123,1110,1209,1207,US,218,N526AU,46,57,29,2,13,CLT,CHS,168,3,14,0,NA,0,0,0,0,0,0
2006,1,13,5,1653,1610,1744,1706,US,479,N353US,51,56,31,38,43,CLT,CHS,168,3,17,0,NA,0,3,0,0,0,35
2006,1,13,5,1920,1920,2004,2017,US,1105,N574US,44,57,29,-13,0,CLT,CHS,168,4,11,0,NA,0,0,0,0,0,0
2006,1,13,5,1919,1920,2042,2056,US,472,N577US,83,96,61,-14,-1,CLT,CLE,430,9,13,0,NA,0,0,0,0,0,0
